dataelement,period,orgunit,categoryoptioncombo,attroptioncombo,value,storedby,timestamp
pfhjZfDGYK7,201812,W4mAa6wRkPr,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,F2QLsciVkdg,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,eDjNn2vn0V8,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,EpY6mxMB5BM,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,sPNsZ2pz5Rp,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,ptnClFZuRgm,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,SULKlJEmZ6G,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,D2QYM4u2zLx,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,A55dVNoHGEt,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,GTT9ldtimfa,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,w4Wbvh93cR5,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,UPtFR2q8rxn,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,seH3t681yNo,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,kDWjvQ08J30,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,pEpNMmbB86Y,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,VPv1fdtbIcf,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,cKNMjkCv6Ne,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,sehxsIizo5W,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,YWO3XF03oUk,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,D9gXbDcgLBs,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,cMO6wTE2jfp,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,Y3RI78Vyoj2,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,jkI0Qt22Vum,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
